"track_id"	"track_name"	"track_artist"	"track_popularity"	"track_album_id"	"track_album_name"	"track_album_release_date"	"playlist_name"	"playlist_id"	"playlist_genre"	"playlist_subgenre"	"danceability"	"mean_danceability"	"energy"	"key"	"loudness_db"	"mode"	"speechiness"	"acousticness"	"instrumentalness"	"liveness"	"valence"	"tempo_bpm"	"duration_ms"
"7DoNtK2gVFRwJh0hkHe5wQ"	"Easy"	"Camila Cabello"	73	"7DoNtK2gVFRwJh0hkHe5wQ"	"Romance"	"2019-12-06"	"post-teen alternative, indie, pop (large variety)"	"7DoNtK2gVFRwJh0hkHe5wQ"	"pop"	"post-teen pop"	0.574	0.64	0.593	4	-5.731	"minor"	0.0463	0.411	1.55e-06	0.0966	0.355	128.073	194686
"4HBvwhhYo7YiYXkUDrOHzS"	"Trampoline"	"SHAED"	65	"4HBvwhhYo7YiYXkUDrOHzS"	"Melt (Deluxe)"	"2019-12-27"	"post-teen alternative, indie, pop (large variety)"	"4HBvwhhYo7YiYXkUDrOHzS"	"pop"	"post-teen pop"	0.619	0.64	0.459	7	-5.782	"minor"	0.0334	0.56	0	0.137	0.498	126.803	184280
"073ILU1C3APNRGF66VhtyA"	"Liar"	"Camila Cabello"	77	"073ILU1C3APNRGF66VhtyA"	"Romance"	"2019-12-06"	"post-teen alternative, indie, pop (large variety)"	"073ILU1C3APNRGF66VhtyA"	"pop"	"post-teen pop"	0.74	0.64	0.498	11	-6.684	"minor"	0.0456	0.0169	0.00282	0.319	0.652	98.016	207039
"2ogKhhoMClkFXek7ZgxAhN"	"Shameless"	"Camila Cabello"	73	"2ogKhhoMClkFXek7ZgxAhN"	"Romance"	"2019-12-06"	"post-teen alternative, indie, pop (large variety)"	"2ogKhhoMClkFXek7ZgxAhN"	"pop"	"post-teen pop"	0.377	0.64	0.651	4	-5.437	"minor"	0.0588	0.0197	5.31e-05	0.174	0.0851	129.698	219742
"1mpD5Q8IM32I4bF6eCpU74"	"Up All Night"	"Khalid"	87	"1mpD5Q8IM32I4bF6eCpU74"	"Up All Night"	"2019-11-14"	"post-teen alternative, indie, pop (large variety)"	"1mpD5Q8IM32I4bF6eCpU74"	"pop"	"post-teen pop"	0.665	0.64	0.712	1	-7.536	"major"	0.0527	0.00103	0.00342	0.102	0.669	93.989	157220
"0G7Ik0gmxJBFJKAmK2p1k9"	"Someone New"	"Astrid S"	60	"0G7Ik0gmxJBFJKAmK2p1k9"	"Someone New"	"2019-02-01"	"post-teen alternative, indie, pop (large variety)"	"0G7Ik0gmxJBFJKAmK2p1k9"	"pop"	"post-teen pop"	0.881	0.64	0.697	0	-5.613	"major"	0.27	0.129	1.39e-06	0.0834	0.434	97.012	176618
"6l7lX8hJXVIUyPrTaabpqk"	"Ready"	"Alessia Cara"	77	"6l7lX8hJXVIUyPrTaabpqk"	"Ready"	"2019-07-22"	"post-teen alternative, indie, pop (large variety)"	"6l7lX8hJXVIUyPrTaabpqk"	"pop"	"post-teen pop"	0.529	0.64	0.496	0	-6.668	"minor"	0.151	0.214	0	0.212	0.588	74.619	178747
"1cL3ucXzG2hj3XOUPIWdvZ"	"Feelings"	"Lauv"	69	"1cL3ucXzG2hj3XOUPIWdvZ"	"how im feeling"	"2019-11-14"	"post-teen alternative, indie, pop (large variety)"	"1cL3ucXzG2hj3XOUPIWdvZ"	"pop"	"post-teen pop"	0.694	0.64	0.466	9	-6.758	"major"	0.0384	0.0934	0	0.098	0.246	103.018	189613
"3Lp8Xd2K7TwlY32SPvXkvF"	"Lonely"	"Noah Cyrus"	75	"3Lp8Xd2K7TwlY32SPvXkvF"	"Lonely"	"2019-09-27"	"post-teen alternative, indie, pop (large variety)"	"3Lp8Xd2K7TwlY32SPvXkvF"	"pop"	"post-teen pop"	0.594	0.64	0.26	5	-9.062	"major"	0.0601	0.779	0	0.0924	0.303	84.648	144387
"5i2JGF65pHKSfMEjSMrBC3"	"Jesus In LA"	"Alec Benjamin"	77	"5i2JGF65pHKSfMEjSMrBC3"	"Jesus In LA"	"2019-07-16"	"post-teen alternative, indie, pop (large variety)"	"5i2JGF65pHKSfMEjSMrBC3"	"pop"	"post-teen pop"	0.767	0.64	0.627	0	-4.096	"major"	0.0401	0.537	0	0.359	0.689	94.028	172606
"7vLR7NDAadIXfWjl2nw5Nr"	"Haloes"	"Ina Wroldsen"	64	"7vLR7NDAadIXfWjl2nw5Nr"	"Haloes"	"2019-09-20"	"post-teen alternative, indie, pop (large variety)"	"7vLR7NDAadIXfWjl2nw5Nr"	"pop"	"post-teen pop"	0.704	0.64	0.719	3	-4.05	"major"	0.0343	0.42	0	0.18	0.33	103.018	171344
"2GdxQw8NwoeH8tKySg6nym"	"Torn"	"Ava Max"	81	"2GdxQw8NwoeH8tKySg6nym"	"Torn"	"2019-08-19"	"post-teen alternative, indie, pop (large variety)"	"2GdxQw8NwoeH8tKySg6nym"	"pop"	"post-teen pop"	0.664	0.64	0.831	2	-4.472	"minor"	0.0435	0.111	1.42e-06	0.0596	0.696	125.058	198006
"7uYIX9O9DY6l1D3HiwHR1J"	"Freaking Me Out"	"Ava Max"	76	"7uYIX9O9DY6l1D3HiwHR1J"	"Freaking Me Out"	"2019-07-31"	"post-teen alternative, indie, pop (large variety)"	"7uYIX9O9DY6l1D3HiwHR1J"	"pop"	"post-teen pop"	0.429	0.64	0.553	1	-4.838	"minor"	0.0669	0.458	0	0.0766	0.382	97.954	192456
"25sgk305KZfyuqVBQIahim"	"Sweet but Psycho"	"Ava Max"	87	"25sgk305KZfyuqVBQIahim"	"Sweet but Psycho"	"2018-08-17"	"post-teen alternative, indie, pop (large variety)"	"25sgk305KZfyuqVBQIahim"	"pop"	"post-teen pop"	0.719	0.64	0.704	1	-4.724	"major"	0.0476	0.0691	0	0.166	0.628	133.002	187436
"0uUNN1nSoUx1A4fkDCWDQ7"	"So Am I"	"Ava Max"	83	"0uUNN1nSoUx1A4fkDCWDQ7"	"So Am I"	"2019-03-07"	"post-teen alternative, indie, pop (large variety)"	"0uUNN1nSoUx1A4fkDCWDQ7"	"pop"	"post-teen pop"	0.682	0.64	0.656	6	-4.67	"major"	0.0435	0.0737	0	0.353	0.607	130.089	183027
"3gJ6t0HKTMto4Aq3sXJVk2"	"My Way"	"Ava Max"	62	"3gJ6t0HKTMto4Aq3sXJVk2"	"My Way"	"2018-04-20"	"post-teen alternative, indie, pop (large variety)"	"3gJ6t0HKTMto4Aq3sXJVk2"	"pop"	"post-teen pop"	0.685	0.64	0.621	9	-4.877	"minor"	0.0412	0.0623	0	0.0901	0.396	100.004	141598
"2wenGTypSYHXl1sN1pNC7X"	"Slow Dance (feat. Ava Max) - Sam Feldt Remix"	"AJ Mitchell"	70	"2wenGTypSYHXl1sN1pNC7X"	"Slow Dance (feat. Ava Max) [Sam Feldt Remix]"	"2019-10-25"	"post-teen alternative, indie, pop (large variety)"	"2wenGTypSYHXl1sN1pNC7X"	"pop"	"post-teen pop"	0.732	0.64	0.85	1	-5.999	"major"	0.0444	0.114	2.02e-06	0.0388	0.372	124.024	193548
"3g0mEQx3NTanacLseoP0Gw"	"Takeaway"	"The Chainsmokers"	85	"3g0mEQx3NTanacLseoP0Gw"	"World War Joy"	"2019-12-06"	"post-teen alternative, indie, pop (large variety)"	"3g0mEQx3NTanacLseoP0Gw"	"pop"	"post-teen pop"	0.528	0.64	0.511	3	-8.144	"major"	0.0324	0.126	0	0.101	0.351	100.1	209880
"2gMXnyrvIjhVBUZwvLZDMP"	"Before You Go"	"Lewis Capaldi"	83	"2gMXnyrvIjhVBUZwvLZDMP"	"Divinely Uninspired To A Hellish Extent (Extended Edition)"	"2019-11-22"	"post-teen alternative, indie, pop (large variety)"	"2gMXnyrvIjhVBUZwvLZDMP"	"pop"	"post-teen pop"	0.459	0.64	0.575	3	-4.858	"major"	0.0573	0.604	0	0.0885	0.183	111.881	215107
"2I43coEbzFSTMGO3kCjLMB"	"Daylight"	"Matt and Kim"	10	"2I43coEbzFSTMGO3kCjLMB"	"Grand"	"2009"	"post-teen alternative, indie, pop (large variety)"	"2I43coEbzFSTMGO3kCjLMB"	"pop"	"post-teen pop"	0.583	0.64	0.79	9	-4.885	"major"	0.0319	0.0851	0.000387	0.11	0.714	103.286	171333
"1D1nixOVWOxvNfWi0UD7VX"	"Unwritten"	"Natasha Bedingfield"	76	"1D1nixOVWOxvNfWi0UD7VX"	"Unwritten"	"2004-08-30"	"post-teen alternative, indie, pop (large variety)"	"1D1nixOVWOxvNfWi0UD7VX"	"pop"	"post-teen pop"	0.706	0.64	0.801	5	-6.333	"major"	0.0399	0.00577	0	0.0822	0.63	100.013	259333
"0xMd5bcWTbyXS7wPrBtZA6"	"Burn"	"Ellie Goulding"	65	"0xMd5bcWTbyXS7wPrBtZA6"	"Halcyon Days"	"2013-01-01"	"post-teen alternative, indie, pop (large variety)"	"0xMd5bcWTbyXS7wPrBtZA6"	"pop"	"post-teen pop"	0.559	0.64	0.777	1	-5.031	"major"	0.0432	0.31	5.73457444396336	0.105	0.329	87.016	231212
"5ka2ajep9OAvU5Sgduhiex"	"Applause"	"Lady Gaga"	70	"5ka2ajep9OAvU5Sgduhiex"	"ARTPOP"	"2013-11-11"	"post-teen alternative, indie, pop (large variety)"	"5ka2ajep9OAvU5Sgduhiex"	"pop"	"post-teen pop"	0.669	0.64	0.78	7	-4.287	"minor"	0.053	0.0265	1.63e-06	0.143	0.738	139.945	212333
"0QkWikH5Z3U0f79T9iuF6c"	"Judas"	"Lady Gaga"	56	"0QkWikH5Z3U0f79T9iuF6c"	"Born This Way"	"2011-01-01"	"post-teen alternative, indie, pop (large variety)"	"0QkWikH5Z3U0f79T9iuF6c"	"pop"	"post-teen pop"	0.661	0.64	0.937	10	-3.83	"minor"	0.0744	0.000967	1.59e-05	0.355	0.535	131.001	249067
"1uXbwHHfgsXcUKfSZw5ZJ0"	"Run the World (Girls)"	"Beyonce"	75	"1uXbwHHfgsXcUKfSZw5ZJ0"	"4"	"2011-06-24"	"post-teen alternative, indie, pop (large variety)"	"1uXbwHHfgsXcUKfSZw5ZJ0"	"pop"	"post-teen pop"	0.733	0.64	0.899	0	-4.237	"major"	0.143	0.00496	4.72e-05	0.372	0.76	127.086	236093
"4h8VwCb1MTGoLKueQ1WgbD"	"Wake Me Up"	"Avicii"	84	"4h8VwCb1MTGoLKueQ1WgbD"	"True"	"2013-01-01"	"post-teen alternative, indie, pop (large variety)"	"4h8VwCb1MTGoLKueQ1WgbD"	"pop"	"post-teen pop"	0.532	0.64	0.783	2	-5.697	"major"	0.0523	0.0038	0.0012	0.161	0.643	124.08	247427
"6Z8R6UsFuGXGtiIxiD8ISb"	"Safe And Sound"	"Capital Cities"	77	"6Z8R6UsFuGXGtiIxiD8ISb"	"In A Tidal Wave Of Mystery (Deluxe Edition)"	"2013"	"post-teen alternative, indie, pop (large variety)"	"6Z8R6UsFuGXGtiIxiD8ISb"	"pop"	"post-teen pop"	0.655	0.64	0.819	0	-4.852	"major"	0.0316	0.000176	0.00374	0.104	0.766	117.956	192790
"3LlAyCYU26dvFZBDUIMb7a"	"Demons"	"Imagine Dragons"	72	"3LlAyCYU26dvFZBDUIMb7a"	"Night Visions"	"2012-09-04"	"post-teen alternative, indie, pop (large variety)"	"3LlAyCYU26dvFZBDUIMb7a"	"pop"	"post-teen pop"	0.505	0.64	0.71	3	-3.015	"major"	0.0321	0.19	0.00025	0.329	0.428	89.938	175200
"5Sf3GyLEAzJXxZ5mbCPXTu"	"Waves - Robin Schulz Radio Edit"	"Mr. Probz"	76	"5Sf3GyLEAzJXxZ5mbCPXTu"	"Waves (Robin Schulz Radio Edit)"	"2014-02-07"	"post-teen alternative, indie, pop (large variety)"	"5Sf3GyLEAzJXxZ5mbCPXTu"	"pop"	"post-teen pop"	0.829	0.64	0.51	5	-9.334	"minor"	0.0369	0.00821	0.0014	0.0829	0.45	119.993	208133
"7IohFKIwrb75c4XaqX7WWo"	"This Is Love"	"will.i.am"	60	"7IohFKIwrb75c4XaqX7WWo"	"willpower (Deluxe)"	"2013-01-01"	"post-teen alternative, indie, pop (large variety)"	"7IohFKIwrb75c4XaqX7WWo"	"pop"	"post-teen pop"	0.535	0.64	0.796	0	-3.446	"minor"	0.0445	0.00473	0	0.145	0.282	128.952	279027
"3cHyrEgdyYRjgJKSOiOtcS"	"Timber (feat. Ke$ha)"	"Pitbull"	76	"3cHyrEgdyYRjgJKSOiOtcS"	"Global Warming: Meltdown (Deluxe Version)"	"2012"	"post-teen alternative, indie, pop (large variety)"	"3cHyrEgdyYRjgJKSOiOtcS"	"pop"	"post-teen pop"	0.581	0.64	0.963	11	-4.087	"major"	0.0981	0.0295	0	0.139	0.788	129.992	204160
"4QNpBfC0zvjKqPJcyqBy9W"	"Give Me Everything"	"Pitbull"	79	"4QNpBfC0zvjKqPJcyqBy9W"	"Planet Pit (Deluxe Version)"	"2011-06-17"	"post-teen alternative, indie, pop (large variety)"	"4QNpBfC0zvjKqPJcyqBy9W"	"pop"	"post-teen pop"	0.671	0.64	0.939	8	-3.206	"major"	0.161	0.192	0	0.298	0.529	129.023	252307
"1oHNvJVbFkexQc0BpQp7Y4"	"Starships"	"Nicki Minaj"	69	"1oHNvJVbFkexQc0BpQp7Y4"	"Pink Friday ... Roman Reloaded"	"2011-01-01"	"post-teen alternative, indie, pop (large variety)"	"1oHNvJVbFkexQc0BpQp7Y4"	"pop"	"post-teen pop"	0.747	0.64	0.716	11	-2.457	"minor"	0.075	0.135	0	0.251	0.751	125.008	210627
"1MtUq6Wp1eQ8PC6BbPCj8P"	"I Took A Pill In Ibiza - Seeb Remix"	"Mike Posner"	73	"1MtUq6Wp1eQ8PC6BbPCj8P"	"At Night, Alone."	"2016-05-06"	"post-teen alternative, indie, pop (large variety)"	"1MtUq6Wp1eQ8PC6BbPCj8P"	"pop"	"post-teen pop"	0.663	0.64	0.713	7	-6.647	"minor"	0.112	0.0353	7.68e-06	0.0843	0.69	101.965	197933
